"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
1.19345980691057,10.0456393258427,17.2899503078056,4.6529014281218e-30,5.24857507249124e-28,57.9825119440057,"XPO5"
-2.91875447154472,10.1908280898876,-17.2864445792731,4.71776054551558e-30,5.29265704914945e-28,57.9687267171766,"DHRS11"
4.26103993902439,2.84088651685393,17.2739989534477,4.9554667506819e-30,5.52911589084235e-28,57.9197753012663,"OTX1"
-3.54966534552846,1.89799325842697,-17.2717160719244,5.00036191905301e-30,5.54905028098153e-28,57.9107940653265,"CMTM5"
-1.22913048780488,10.6418786516854,-17.2634430815726,5.16652193307801e-30,5.70261802613396e-28,57.8782411466681,"PACSIN2"
-2.93530853658537,1.89327078651685,-17.255510462305,5.33107188126955e-30,5.85277570708363e-28,57.8470192943455,"SLC6A15"
-3.08521336382114,7.01531348314607,-17.2504730603772,5.4382976622186e-30,5.93873675560361e-28,57.8271884869317,"NKX2-3"
1.20180503048781,8.76641573033708,17.2223744200576,6.0775626419901e-30,6.60171222434162e-28,57.7165124934765,"TEX10"
-4.15127083333333,3.44111235955056,-17.1785102928113,7.23041923607923e-30,7.81265825877403e-28,57.5435363279645,"TMEM59L"
-1.94757886178862,10.1656325842697,-17.1674639711325,7.55399462168825e-30,8.11955547556334e-28,57.4999367463242,"C10orf54"
1.55927083333333,9.53625505617978,17.1657120715321,7.60663708871573e-30,8.13355517871531e-28,57.4930205992016,"CKAP2"
-3.30481534552845,2.04454719101124,-17.1363661749973,8.54552673551721e-30,9.09013802487919e-28,57.377110321076,"P2RX2"
-3.25651285569106,2.7026808988764,-17.1313902579459,8.71593868158498e-30,9.22361964602782e-28,57.3574455033688,"GRIN2A"
-4.28843902439024,3.32977303370787,-17.1074038863596,9.58673043928005e-30,1.00931064573548e-27,57.2626067804934,"CNTN2"
-5.09784019308943,4.02147865168539,-17.0295636453637,1.30646240574479e-29,1.36845271377248e-27,56.95432822866,"TMEM72"
1.4258256097561,9.36520898876405,17.0037662060026,1.44784219600358e-29,1.50884265400779e-27,56.8519881714103,"DNAJC2"
-3.04289598577236,2.25733146067416,-16.9900875714271,1.52896415556062e-29,1.58533505624543e-27,56.7976894463707,"SLC27A6"
-1.38282505081301,11.2607213483146,-16.9823430588699,1.57690918070866e-29,1.62683143115321e-27,56.7669361482027,"FBLIM1"
-3.55695650406504,2.44011460674157,-16.9525312582592,1.7760517638936e-29,1.82311713563678e-27,56.648482081863,"ATCAY"
-2.56034822154471,2.24472584269663,-16.9431741192345,1.84364342676152e-29,1.87787814275002e-27,56.6112788884377,"HMGCLL1"
-4.87272926829268,6.7203404494382,-16.9426245336788,1.8476930581369e-29,1.87787814275002e-27,56.609093432384,"USP2"
-1.61441554878049,9.31458202247191,-16.9298482701982,1.94440444358536e-29,1.96643464171465e-27,56.5582769875399,"GRAMD3"
-3.18372662601626,1.84970224719101,-16.9271405181845,1.96554766104806e-29,1.97807320986847e-27,56.5475044478084,"XKR4"
-2.81047012195122,2.53883595505618,-16.9120323718548,2.08784458846024e-29,2.09089997078482e-27,56.4873807667966,"GRIA3"
1.41293109756098,10.1277741573034,16.9089472696463,2.11374582424618e-29,2.10656319280456e-27,56.4750998236444,"KAT2A"
3.38204212398374,6.43549101123596,16.8973657865701,2.21390303698786e-29,2.1957212246068e-27,56.4289861906927,"CBX2"
-5.39234039634147,6.81810561797753,-16.8840922939099,2.33459141472174e-29,2.3042866223191e-27,56.3761142950997,"SPIB"
1.09347413617886,10.4552876404494,16.8825889306794,2.34867221487586e-29,2.30709285030629e-27,56.370124564158,"DDX56"
1.33767916666667,9.88704494382023,16.8643737344574,2.52623828885293e-29,2.46969867000718e-27,56.2975280729605,"RUVBL1"
1.38288277439024,9.37518539325843,16.848835028917,2.68837469764008e-29,2.61575035746686e-27,56.2355649321018,"CCDC86"
-4.47855884146341,4.16414382022472,-16.8384726885453,2.80228999453212e-29,2.71372705602568e-27,56.1942261104284,"GFRA3"
1.18317657520325,8.98786404494382,16.8125077321328,3.10956775864124e-29,2.99715615422087e-27,56.0905825020721,"TTLL4"
-4.71007545731707,3.27156629213483,-16.7870363657205,3.44400707004818e-29,3.30399369850884e-27,55.9888247292639,"CDH19"
